name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 07504,34,11122,58125,1228,270300,9211,3427,7729,1438,3174,1871,852,394,3495,3144,351,3144,1259,1885,2017-01-01,zipcode,Paterson
ZCTA5 07505,34,2673,26198,999,-666666666,2218,921,1984,508,877,401,192,6,1179,1052,127,1052,56,996,2017-01-01,zipcode,Paterson
ZCTA5 07506,34,19065,93675,1448,377700,15165,4170,13199,1158,4279,3183,2982,1597,7162,6933,229,6933,4156,2777,2017-01-01,zipcode,Hawthorne
ZCTA5 07508,34,22959,77128,1372,344200,18333,6052,15810,1645,5575,3918,3238,1434,7748,7407,341,7407,4810,2597,2017-01-01,zipcode,Haledon
ZCTA5 07512,34,10829,97729,1540,370200,9115,3212,7828,881,2548,1941,1790,668,3541,3371,170,3371,2761,610,2017-01-01,zipcode,Totowa
ZCTA5 07513,34,12794,39665,1262,256800,9661,3259,7870,2016,3664,1412,686,92,3747,3440,307,3440,967,2473,2017-01-01,zipcode,Paterson
ZCTA5 07514,34,20358,39951,1150,217300,15509,6042,12706,2953,5311,3157,1058,227,7156,6470,686,6470,1789,4681,2017-01-01,zipcode,Paterson
ZCTA5 07522,34,19890,30902,1138,214500,14836,6977,11587,3495,4787,1993,992,320,6938,5813,1125,5813,1316,4497,2017-01-01,zipcode,Paterson
ZCTA5 07524,34,13026,35397,1123,223400,9665,4257,7858,2449,3472,1217,608,112,4340,4011,329,4011,919,3092,2017-01-01,zipcode,Paterson
ZCTA5 07601,34,44673,59277,1335,292600,37148,12149,32872,4223,9776,7527,7694,3652,20269,18817,1452,18817,6505,12312,2017-01-01,zipcode,Hackensack
ZCTA5 07603,34,8437,79356,1302,316100,6854,2250,5745,655,1926,1507,1095,562,2965,2891,74,2891,1977,914,2017-01-01,zipcode,Bogota
ZCTA5 07604,34,12205,87800,1415,406800,10045,3353,8609,526,2186,2163,2436,1298,4491,4406,85,4406,2773,1633,2017-01-01,zipcode,Hasbrouck heights
ZCTA5 07605,34,9191,89744,1388,481200,7479,2678,6318,535,1002,1099,2311,1371,3449,3281,168,3281,1936,1345,2017-01-01,zipcode,Leonia
ZCTA5 07606,34,2661,66094,1440,365100,2249,782,1870,345,932,311,179,103,880,848,32,848,400,448,2017-01-01,zipcode,South hackensack
ZCTA5 07607,34,9789,86100,1463,373200,8152,2537,7045,467,2035,1917,1601,1025,3716,3578,138,3578,2189,1389,2017-01-01,zipcode,Maywood
ZCTA5 07608,34,108,-666666666,1453,-666666666,96,50,75,24,30,16,5,0,47,47,0,47,2,45,2017-01-01,zipcode,Teterboro
ZCTA5 07620,34,1489,118068,1211,2000001,1216,531,1143,83,140,118,490,312,635,563,72,563,451,112,2017-01-01,zipcode,Alpine
ZCTA5 07621,34,27694,90962,1316,344500,22423,6889,18831,1792,4975,4123,5552,2389,9007,8688,319,8688,5840,2848,2017-01-01,zipcode,Bergenfield
ZCTA5 07624,34,8702,130815,1983,625700,6926,2572,5876,221,1294,733,2181,1447,2751,2673,78,2673,2236,437,2017-01-01,zipcode,Closter
ZCTA5 07626,34,8811,136250,2151,595200,6695,2536,6102,303,713,1062,2346,1678,3173,2987,186,2987,2507,480,2017-01-01,zipcode,Cresskill
ZCTA5 07627,34,5031,149271,3147,673200,3931,1535,3262,78,404,532,1335,913,1763,1661,102,1661,1506,155,2017-01-01,zipcode,Demarest
ZCTA5 07628,34,17882,94617,1201,364500,14396,4458,12838,879,3756,2592,3566,2045,6561,6282,279,6282,4625,1657,2017-01-01,zipcode,Dumont
ZCTA5 07630,34,7668,111536,1854,465600,6187,2156,5256,486,1191,1363,1296,920,2569,2462,107,2462,2069,393,2017-01-01,zipcode,Emerson
ZCTA5 07631,34,28412,80489,1431,372700,22801,7228,20336,1825,5273,3922,5301,4015,11605,10606,999,10606,5389,5217,2017-01-01,zipcode,Englewood
ZCTA5 07632,34,5532,134904,3179,987400,4361,2039,4058,224,697,628,1401,1108,2008,1871,137,1871,1655,216,2017-01-01,zipcode,Englewood cliffs
ZCTA5 07640,34,4819,127188,1738,595900,3609,1210,3218,114,425,663,1137,879,1629,1629,0,1629,1449,180,2017-01-01,zipcode,Harrington park
ZCTA5 07641,34,3473,170417,3450,645500,2746,902,2347,40,324,384,829,770,1145,1127,18,1127,1084,43,2017-01-01,zipcode,Haworth
ZCTA5 07642,34,10520,124844,1503,522700,8332,2804,7186,383,1384,1688,2254,1477,3618,3570,48,3570,3120,450,2017-01-01,zipcode,Hillsdale
ZCTA5 07643,34,10942,61341,1273,323300,9404,2898,8266,1064,2202,2551,1726,723,4930,4414,516,4414,1874,2540,2017-01-01,zipcode,Little ferry
ZCTA5 07644,34,24805,57188,1227,369800,20497,6957,17294,2872,5743,4826,2859,994,9513,9005,508,9005,3669,5336,2017-01-01,zipcode,Lodi
ZCTA5 07645,34,8440,120060,1791,609700,6744,2505,5754,224,1060,1093,1809,1568,2868,2823,45,2823,2417,406,2017-01-01,zipcode,Montvale
ZCTA5 07646,34,16760,84025,1360,397000,13907,4199,11871,701,3374,2758,3476,1562,6129,5929,200,5929,3589,2340,2017-01-01,zipcode,New milford
ZCTA5 07647,34,5471,93925,1473,463400,4435,1602,3877,321,945,772,1425,414,1902,1835,67,1835,1524,311,2017-01-01,zipcode,Northvale
ZCTA5 07648,34,5864,125417,1719,639100,4811,1765,4258,229,848,894,1452,835,2177,2111,66,2111,1709,402,2017-01-01,zipcode,Norwood
ZCTA5 07649,34,8222,137583,1384,580200,6375,2188,5634,188,904,1061,2196,1285,2768,2696,72,2696,2364,332,2017-01-01,zipcode,Oradell
ZCTA5 07650,34,20697,64538,1420,522400,18044,6077,15891,2226,4046,2744,5516,1359,7870,7559,311,7559,2636,4923,2017-01-01,zipcode,Palisades park
ZCTA5 07652,34,26919,105114,1865,574600,22524,9534,19528,1733,4409,4221,6042,3123,8820,8349,471,8349,7294,1055,2017-01-01,zipcode,Paramus
ZCTA5 07656,34,8905,106875,1418,546000,7195,2547,6311,307,1252,1175,2312,1265,3431,3336,95,3336,2603,733,2017-01-01,zipcode,Park ridge
ZCTA5 07657,34,11369,66690,1593,447300,9445,3327,7797,746,2648,1610,1920,873,3890,3724,166,3724,1780,1944,2017-01-01,zipcode,Ridgefield
ZCTA5 07660,34,13070,72191,1308,326700,10507,3055,9060,700,2247,2242,2609,1262,5037,4703,334,4703,2521,2182,2017-01-01,zipcode,Ridgefield park
ZCTA5 07661,34,11648,123590,1478,486900,9352,2888,7971,477,1476,1439,2580,1999,4178,4004,174,4004,2976,1028,2017-01-01,zipcode,River edge
ZCTA5 07662,34,5677,78333,1618,371300,4835,1730,4109,349,1480,880,968,432,1987,1906,81,1906,1298,608,2017-01-01,zipcode,Rochelle park
ZCTA5 07663,34,14076,94177,1442,366500,12007,4165,10650,1350,2994,2797,2536,973,5535,5281,254,5281,3608,1673,2017-01-01,zipcode,Saddle brook
ZCTA5 07666,34,40977,106411,1403,389000,32217,11396,26704,1684,4802,5305,8451,6462,13957,13316,641,13316,9774,3542,2017-01-01,zipcode,Teaneck
ZCTA5 07670,34,14882,153906,1717,785200,10798,4003,9149,300,757,848,3116,4128,4944,4683,261,4683,3668,1015,2017-01-01,zipcode,Tenafly
ZCTA5 07675,34,27300,119748,1688,566600,21640,7103,18967,817,3560,3861,6714,4015,10233,9849,384,9849,7667,2182,2017-01-01,zipcode,Westwood
ZCTA5 07676,34,9354,128203,2283,491600,7583,2594,6576,285,1194,1517,2359,1221,3381,3231,150,3231,2990,241,2017-01-01,zipcode,Township of washington
ZCTA5 07677,34,5868,161250,1878,769500,4725,1742,3962,42,440,584,1636,1260,2104,2053,51,2053,1882,171,2017-01-01,zipcode,Woodcliff lake
ZCTA5 07701,34,23874,84520,1400,386200,19401,5619,17024,2211,3542,3692,4468,3111,10367,9648,719,9648,6354,3294,2017-01-01,zipcode,Red bank
ZCTA5 07702,34,4051,122321,2378,530100,3194,1272,2785,85,496,522,1139,543,1516,1450,66,1450,1331,119,2017-01-01,zipcode,Shrewsbury
ZCTA5 07703,34,54,-666666666,-666666666,-666666666,54,15,39,0,27,12,0,0,166,0,166,0,0,0,2017-01-01,zipcode,Fort monmouth
ZCTA5 07704,34,6015,158264,2132,686100,4196,1343,3628,35,390,551,1563,1089,1963,1889,74,1889,1689,200,2017-01-01,zipcode,Fair haven
ZCTA5 07711,34,1617,137625,1243,740100,1332,473,1165,17,149,265,436,298,886,593,293,593,488,105,2017-01-01,zipcode,Allenhurst
ZCTA5 07712,34,38580,60869,1145,385500,31018,9778,27017,2785,7877,6119,5934,4302,18103,16078,2025,16078,7188,8890,2017-01-01,zipcode,Asbury park
ZCTA5 07716,34,8733,91012,1168,425400,7304,2312,6360,283,1256,1686,1923,1212,3908,3575,333,3575,2660,915,2017-01-01,zipcode,Atlantic highlands
ZCTA5 07717,34,1814,78323,1505,864800,1600,665,1472,30,197,382,547,316,1342,911,431,911,571,340,2017-01-01,zipcode,Avon by the sea
ZCTA5 07718,34,7552,102542,1708,340100,6067,1941,5071,368,1866,1206,1154,477,2448,2397,51,2397,2003,394,2017-01-01,zipcode,Belford
ZCTA5 07719,34,21155,92414,1386,431700,17917,5954,15340,976,3583,3484,4682,2615,10202,8385,1817,8385,6008,2377,2017-01-01,zipcode,Belmar
ZCTA5 07720,34,4262,61209,1306,479100,3714,1315,3354,405,579,907,848,615,3123,2169,954,2169,954,1215,2017-01-01,zipcode,Bradley beach
ZCTA5 07721,34,3039,68350,1206,271100,2475,707,2051,163,640,522,468,258,1273,1119,154,1119,767,352,2017-01-01,zipcode,Cliffwood
ZCTA5 07722,34,10147,166706,1855,758400,7836,3036,6469,239,931,1415,2083,1801,3437,3306,131,3306,2976,330,2017-01-01,zipcode,Colts neck
ZCTA5 07723,34,749,77778,1337,1041700,658,396,555,66,134,183,110,62,1168,306,862,306,210,96,2017-01-01,zipcode,Deal
ZCTA5 07724,34,21245,79868,1204,353000,17479,5639,15481,776,4243,4042,3931,2489,9495,8722,773,8722,5657,3065,2017-01-01,zipcode,Eatontown
ZCTA5 07726,34,44337,106678,1636,449800,35176,12795,30071,1768,6592,7281,8322,6108,16350,15363,987,15363,13277,2086,2017-01-01,zipcode,Englishtown
ZCTA5 07727,34,7758,77128,1053,424700,6138,2364,5116,275,1702,1159,1090,890,2937,2713,224,2713,1926,787,2017-01-01,zipcode,Farmingdale
ZCTA5 07728,34,55497,86037,1628,354700,44726,16063,38253,3984,10315,8875,9315,5764,20764,19641,1123,19641,14710,4931,2017-01-01,zipcode,Freehold
ZCTA5 07730,34,17389,98194,922,320400,14081,4491,12152,866,3878,3257,2844,1307,6073,5844,229,5844,5151,693,2017-01-01,zipcode,Hazlet
ZCTA5 07731,34,38492,102961,1415,321000,30689,8224,25347,1431,6996,7475,6648,2797,13064,12574,490,12574,11233,1341,2017-01-01,zipcode,Howell
ZCTA5 07732,34,4900,60817,1142,276200,4442,1439,4190,411,1549,921,614,695,3756,2712,1044,2712,1713,999,2017-01-01,zipcode,Highlands
ZCTA5 07733,34,16729,152294,2083,637400,13458,5415,11966,621,1751,1833,3673,4088,6070,5772,298,5772,4999,773,2017-01-01,zipcode,Holmdel
ZCTA5 07734,34,12738,54092,1075,211800,10416,3435,9027,1238,3476,2505,1351,457,6416,5178,1238,5178,3142,2036,2017-01-01,zipcode,Keansburg
ZCTA5 07735,34,18939,66782,1194,253200,15503,5175,13292,1338,4965,3624,2329,1036,7742,6936,806,6936,4932,2004,2017-01-01,zipcode,Keyport
ZCTA5 07737,34,3909,91042,1285,335600,3184,1137,2617,157,728,785,596,351,1491,1413,78,1413,1222,191,2017-01-01,zipcode,Leonardo
ZCTA5 07738,34,6193,132222,392,492800,4973,1690,4257,158,850,905,1147,1197,2153,2106,47,2106,1812,294,2017-01-01,zipcode,Lincroft
ZCTA5 07739,34,5917,144250,2254,605100,4474,1715,3960,15,489,903,1440,1113,2196,2103,93,2103,1955,148,2017-01-01,zipcode,Little silver
ZCTA5 07740,34,31038,55038,1239,339000,24878,7988,21477,3657,6428,5012,3908,2472,14864,12045,2819,12045,5274,6771,2017-01-01,zipcode,Long branch
ZCTA5 07746,34,18576,144588,2493,536300,14525,4857,12404,468,1889,2504,4275,3268,6237,5935,302,5935,5755,180,2017-01-01,zipcode,Marlboro
ZCTA5 07747,34,31092,99825,1485,349000,25169,7658,22345,1281,5089,5526,6485,3964,11983,11479,504,11479,8790,2689,2017-01-01,zipcode,Matawan
ZCTA5 07748,34,27139,113676,1330,426000,21778,7397,18778,741,4417,4661,5513,3446,9810,9418,392,9418,7798,1620,2017-01-01,zipcode,Middletown
ZCTA5 07750,34,3237,110380,2372,710300,2680,1174,2407,16,309,488,1000,594,2042,1411,631,1411,1207,204,2017-01-01,zipcode,Monmouth beach
ZCTA5 07751,34,19837,145118,2213,500400,15572,5062,12612,479,2120,2235,4137,3641,6303,6075,228,6075,5580,495,2017-01-01,zipcode,Morganville
ZCTA5 07753,34,38073,64774,1410,279400,31862,12071,27846,2381,8450,8665,5691,2659,16948,15710,1238,15710,9966,5744,2017-01-01,zipcode,Neptune
ZCTA5 07755,34,5977,90192,1233,374200,4794,1785,4156,295,1096,1139,1070,556,2445,2180,265,2180,1924,256,2017-01-01,zipcode,Oakhurst
ZCTA5 07756,34,2943,60000,1100,482400,2844,1069,2661,62,437,618,757,787,3051,1786,1265,1786,896,890,2017-01-01,zipcode,Ocean grove
ZCTA5 07757,34,5738,107571,1375,441600,4636,1645,4215,143,947,898,1435,792,2294,2132,162,2132,1776,356,2017-01-01,zipcode,Oceanport
ZCTA5 07758,34,4275,92879,1940,306400,3316,942,2805,219,859,941,551,235,1622,1447,175,1447,1270,177,2017-01-01,zipcode,Port monmouth
ZCTA5 07760,34,8803,138917,1977,872400,6582,2549,5600,63,600,1075,2381,1481,3878,3166,712,3166,2694,472,2017-01-01,zipcode,Rumson
ZCTA5 07762,34,8250,77500,1433,608600,7125,2902,6226,155,1257,1477,2101,1236,5254,3868,1386,3868,2501,1367,2017-01-01,zipcode,Spring lake
ZCTA5 07764,34,7944,100000,1493,412300,6650,2612,4555,344,1195,1170,972,874,2589,2454,135,2454,1826,628,2017-01-01,zipcode,West long branch
ZCTA5 07801,34,25484,69028,1362,281700,20495,4820,17512,3577,5888,4571,2369,1107,8551,7887,664,7887,4033,3854,2017-01-01,zipcode,Dover
ZCTA5 07803,34,3609,84904,1045,284400,2857,975,2415,290,672,706,563,184,1273,1213,60,1213,1039,174,2017-01-01,zipcode,Mine hill
ZCTA5 07820,34,46,-666666666,-666666666,-666666666,46,38,46,5,0,0,41,0,38,38,0,38,38,0,2017-01-01,zipcode,Allamuchy
ZCTA5 07821,34,9465,106515,1310,296300,7665,2137,6574,182,1838,1901,1868,785,3994,3529,465,3529,3198,331,2017-01-01,zipcode,Andover
ZCTA5 07822,34,633,70156,-666666666,317000,485,216,467,58,91,88,173,57,263,263,0,263,239,24,2017-01-01,zipcode,Augusta
ZCTA5 07823,34,7747,60938,905,237900,6680,2824,5645,524,1976,1654,1065,426,3616,3212,404,3212,2285,927,2017-01-01,zipcode,Belvidere
ZCTA5 07825,34,9165,91903,1336,318000,7609,2759,6754,594,1876,1797,1626,861,3682,3336,346,3336,2970,366,2017-01-01,zipcode,Blairstown
ZCTA5 07826,34,5915,81569,1493,293200,4934,1897,4439,313,1666,1267,836,357,2690,2228,462,2228,1792,436,2017-01-01,zipcode,Branchville
ZCTA5 07827,34,4118,69688,963,201300,3459,1209,2922,192,1269,907,310,244,2010,1665,345,1665,1243,422,2017-01-01,zipcode,Montague
ZCTA5 07828,34,15197,77375,1105,312700,11709,2819,10249,482,3288,2467,2855,1157,6187,5838,349,5838,2897,2941,2017-01-01,zipcode,Budd lake
ZCTA5 07830,34,6745,124659,997,429300,5310,1845,4791,40,911,1082,1617,1141,2732,2412,320,2412,2263,149,2017-01-01,zipcode,Califon
ZCTA5 07832,34,4037,86944,1269,285900,3260,1124,2801,208,990,820,506,277,1663,1486,177,1486,1235,251,2017-01-01,zipcode,Columbia
ZCTA5 07833,34,103,-666666666,-666666666,-666666666,86,12,86,5,46,30,5,0,41,41,0,41,11,30,2017-01-01,zipcode,Delaware
ZCTA5 07834,34,18180,116273,1771,390100,14647,4460,12739,517,2296,2764,4086,3076,7287,6918,369,6918,5960,958,2017-01-01,zipcode,Denville
ZCTA5 07836,34,11972,107128,1413,391900,9343,2494,7956,164,1737,2015,2407,1633,4627,4230,397,4230,2843,1387,2017-01-01,zipcode,Flanders
ZCTA5 07838,34,3403,107757,1384,323800,2865,752,2390,81,600,682,699,328,1336,1247,89,1247,973,274,2017-01-01,zipcode,Great meadows
ZCTA5 07840,34,30028,77931,1125,288900,24546,7794,20321,1523,5576,5271,5114,2837,12459,11522,937,11522,7529,3993,2017-01-01,zipcode,Hackettstown
ZCTA5 07842,34,97,-666666666,-666666666,-666666666,89,0,81,0,17,9,46,9,45,45,0,45,45,0,2017-01-01,zipcode,Hibernia
ZCTA5 07843,34,11797,78694,1394,227400,9835,2472,8661,508,3002,2777,1787,587,5289,4628,661,4628,3866,762,2017-01-01,zipcode,Hopatcong
ZCTA5 07846,34,46,207969,-666666666,240600,22,3,22,0,0,2,6,14,23,13,10,13,13,0,2017-01-01,zipcode,Johnsonburg
ZCTA5 07847,34,1593,108836,1257,281500,1209,277,1133,144,411,249,230,99,571,571,0,571,491,80,2017-01-01,zipcode,Kenvil
ZCTA5 07848,34,4910,78472,1199,324400,4186,1844,3673,380,1116,1070,727,380,1849,1635,214,1635,1345,290,2017-01-01,zipcode,Lafayette
ZCTA5 07849,34,9142,87212,1431,311300,7569,2423,6476,426,1824,1804,1687,735,3905,3476,429,3476,3025,451,2017-01-01,zipcode,Lake hopatcong
ZCTA5 07850,34,6032,91164,1157,269200,4953,1508,4068,165,1458,1283,755,407,2433,2174,259,2174,1799,375,2017-01-01,zipcode,Landing
ZCTA5 07851,34,36,101250,-666666666,322700,36,11,32,0,6,11,15,0,55,17,38,17,17,0,2017-01-01,zipcode,Layton
ZCTA5 07852,34,3881,92792,1552,336000,3109,1039,2765,57,714,774,908,312,1587,1511,76,1511,1191,320,2017-01-01,zipcode,Ledgewood
ZCTA5 07853,34,13232,154135,1929,474300,10176,3364,8540,272,1276,1882,3087,2023,4493,4245,248,4245,4043,202,2017-01-01,zipcode,Long valley
ZCTA5 07856,34,4524,91563,1722,300100,4059,1518,3633,88,1141,860,911,633,2501,2082,419,2082,1521,561,2017-01-01,zipcode,Mount arlington
ZCTA5 07857,34,3270,56016,1165,264200,2915,862,2395,241,972,585,422,175,1471,1410,61,1410,695,715,2017-01-01,zipcode,Netcong
ZCTA5 07860,34,25654,82716,1141,264900,21551,7564,18162,1408,5333,5235,3918,2268,10984,9646,1338,9646,7281,2365,2017-01-01,zipcode,Newton
ZCTA5 07863,34,4213,85720,845,262100,3544,1346,3140,339,1293,781,485,242,1796,1665,131,1665,1385,280,2017-01-01,zipcode,Oxford
ZCTA5 07865,34,1959,118654,-666666666,288500,1602,391,1423,34,269,420,343,357,760,690,70,690,636,54,2017-01-01,zipcode,Port murray
ZCTA5 07866,34,22525,102712,1327,343800,18450,5970,16066,685,3728,4003,5133,2517,8769,8335,434,8335,6926,1409,2017-01-01,zipcode,Rockaway
ZCTA5 07869,34,25769,126290,1373,507900,20202,6347,17335,735,2369,3341,5919,4971,9331,8923,408,8923,6781,2142,2017-01-01,zipcode,Randolph
ZCTA5 07870,34,30,-666666666,-666666666,-666666666,30,21,21,0,0,0,9,12,15,15,0,15,6,9,2017-01-01,zipcode,Schooleys mountain
ZCTA5 07871,34,20459,131813,1191,374500,15940,4860,13451,320,2447,3284,4880,2520,7857,7041,816,7041,6349,692,2017-01-01,zipcode,Sparta
ZCTA5 07874,34,8205,90613,1486,257500,6651,2199,5806,227,1895,1533,1440,711,3301,3038,263,3038,2807,231,2017-01-01,zipcode,Stanhope
ZCTA5 07876,34,10518,124854,1414,379300,8771,3049,7305,385,1496,1855,2217,1352,3542,3478,64,3478,3307,171,2017-01-01,zipcode,Succasunna
ZCTA5 07878,34,786,106481,-666666666,347500,649,196,489,0,71,114,186,118,379,272,107,272,215,57,2017-01-01,zipcode,Mount tabor
ZCTA5 07880,34,240,132054,-666666666,-666666666,240,30,180,29,64,73,14,0,77,77,0,77,77,0,2017-01-01,zipcode,Vienna
ZCTA5 07881,34,6,-666666666,-666666666,-666666666,6,6,6,2,2,2,0,0,15,6,9,6,6,0,2017-01-01,zipcode,
ZCTA5 07882,34,14910,90304,1117,245700,12241,3502,10607,825,3192,3135,2174,1281,6072,5655,417,5655,4171,1484,2017-01-01,zipcode,Washington
ZCTA5 07885,34,10544,79222,1359,289400,8352,2646,7243,967,2221,1868,1455,732,4136,3821,315,3821,2430,1391,2017-01-01,zipcode,Wharton
ZCTA5 07901,34,23557,128097,1678,828000,17697,5961,15706,743,1936,1980,5531,5516,8708,8301,407,8301,5772,2529,2017-01-01,zipcode,Summit
ZCTA5 07920,34,26953,135365,2047,658200,20937,7744,17978,502,1718,2583,6334,6841,10048,9640,408,9640,7934,1706,2017-01-01,zipcode,Basking ridge
ZCTA5 07921,34,7754,104328,1974,375400,6789,1640,6388,102,717,1346,2145,2078,4251,3951,300,3951,3043,908,2017-01-01,zipcode,Bedminster
ZCTA5 07922,34,12574,146674,2031,600000,9802,3348,8560,399,1300,1172,2887,2802,4300,4072,228,4072,3844,228,2017-01-01,zipcode,Berkeley heights
ZCTA5 07924,34,7753,150246,1721,699800,6013,1746,5375,131,637,904,1990,1713,2901,2724,177,2724,2308,416,2017-01-01,zipcode,Bernardsville
ZCTA5 07926,34,7,-666666666,-666666666,-666666666,7,0,7,0,0,0,7,0,7,7,0,7,0,7,2017-01-01,zipcode,Brookside
ZCTA5 07927,34,4024,106458,2127,477700,3191,1025,2706,194,586,551,814,561,1677,1531,146,1531,1116,415,2017-01-01,zipcode,Cedar knolls
ZCTA5 07928,34,19360,173929,1788,800700,14046,4580,12401,338,1292,1388,4980,4403,6854,6410,444,6410,5355,1055,2017-01-01,zipcode,Chatham
ZCTA5 07930,34,8435,138328,1278,645400,6763,2542,5776,120,866,803,2205,1782,3212,2965,247,2965,2794,171,2017-01-01,zipcode,Chester
ZCTA5 07931,34,3193,186571,2142,1015000,2564,974,2132,58,247,350,856,621,1166,1084,82,1084,886,198,2017-01-01,zipcode,Far hills
ZCTA5 07932,34,10197,122843,2300,620700,8556,2833,7569,272,1104,1155,2738,2300,4277,4093,184,4093,2795,1298,2017-01-01,zipcode,Florham park
ZCTA5 07933,34,3326,142542,1567,494400,2844,926,2321,102,316,440,661,802,1244,1244,0,1244,1103,141,2017-01-01,zipcode,Gillette
ZCTA5 07934,34,1717,150250,1926,688300,1259,396,1132,0,198,197,414,323,608,574,34,574,477,97,2017-01-01,zipcode,Gladstone
ZCTA5 07935,34,230,-666666666,2119,350000,203,52,183,0,39,39,32,73,150,126,24,126,94,32,2017-01-01,zipcode,Green village
ZCTA5 07936,34,11241,121769,1986,557500,9335,3182,8226,661,2387,1738,2164,1276,3935,3811,124,3811,3516,295,2017-01-01,zipcode,East hanover
ZCTA5 07939,34,219,-666666666,-666666666,-666666666,219,185,208,29,92,48,39,0,0,0,0,0,0,0,2017-01-01,zipcode,Lyons
ZCTA5 07940,34,17242,128116,1643,697800,13848,5087,10206,475,1345,1483,3553,3350,5587,5369,218,5369,3845,1524,2017-01-01,zipcode,Madison
ZCTA5 07945,34,9059,171571,1882,742900,7084,2771,6090,151,588,902,2347,2102,3190,3090,100,3090,2824,266,2017-01-01,zipcode,Mendham
ZCTA5 07946,34,3251,152750,3113,587000,2605,821,2151,24,420,261,875,571,1143,1143,0,1143,1054,89,2017-01-01,zipcode,Millington
ZCTA5 07950,34,19117,120095,2007,467600,15513,5325,13652,526,2447,2483,4477,3719,7323,6952,371,6952,5678,1274,2017-01-01,zipcode,Morris plains
ZCTA5 07960,34,45023,114844,1659,568000,37621,11424,32908,2477,5244,4465,10848,9874,19188,17641,1547,17641,11185,6456,2017-01-01,zipcode,Morristown
ZCTA5 07961,34,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-01-01,zipcode,Convent station
ZCTA5 07970,34,168,233750,-666666666,360700,168,9,135,0,0,26,67,42,51,51,0,51,51,0,2017-01-01,zipcode,Mount freedom
