streetAddress,city,state,zipcode,latitude,longitude,price,homeStatus,datePosted,description
3013 W Westland Rd,Phoenix,AZ,85085,33.79147,-112.124214,695000.0,FOR_SALE,2023-09-01,"Exquisite property located in the gated Stoneledge at North Canyon community. Elegant formal dining area, accommodating all your family Needs, along with a capacious second-floor loft space. Stunning Kitchen includes Stainless-steel appliances, granite countertops, decorative tile backsplash and cabinet lighting.  Home office enclosed by sliding barn doors.  Master bedroom, with an expansive en suite bathroom, a large walk-in closet, rain head shower and separate soaking tub. Low-maintenance backyard, with artificial turf, charming children's playhouse and thriving citrus trees add character and zest to the surroundings. Tandem 3-car garage complete with high quality epoxy flooring. Leased solar, ensuring significantly reduced electric bills and an eco-friendly footprint."
614 W Apache St,Phoenix,AZ,85003,33.430412,-112.082054,680000.0,FOR_SALE,2023-08-30,Fourplex has all 2 bedroom units/ 1 bathroom with dryer/washer hook-up. All the units are rented at an average of $1000/month.  Great opportunity to own and manage 4 units in the heart of Phoenix downtown!
620 W Apache St,Phoenix,AZ,85003,33.430416,-112.08224,680000.0,FOR_SALE,2023-08-30,The fourplex is all 2 bd/ 1ba units with dryer/washer hook-up. All the units are rented at an average of $1000/month.  Great opportunity to own and manage these  units in the heart of Phoenix downtown!
839 E Buist Ave,Phoenix,AZ,85042,33.358997,-112.06315,685000.0,FOR_SALE,2023-08-28,"This exceptional 3-bedroom, 2 1/2 bathroom energy efficient home is located in the exclusive gated community of AVANCE at South Mountain.  At almost 2400 sq ft of living space, open-concept layout, neutral color design, and surrounded by mountain views, this home is the perfect blend of luxury, comfort, and modern style.  The kitchen offers a gas range, microwave, D/W, disposal, fridge and walk-in pantry, split bedrooms provide a private primary bedroom at rear of home w/ensuite including dual sinks and separate shower and soaking tub. The two secondary bedrooms are located at the front of the home. Additional spaces include: den/office flex space, laundry room with W/D, private patio and 3-space tandem garage w/ plenty of storage and parking. 

Enjoy AVANCE community resort-style amenities including sparkling outdoor pool w/heated spa, state-of-the-art fitness center, multiple parks, community trails and access to South Mtn trailhead. Schedule a showing and experience for yourself luxurious living at AVANCE, South Mountain!"
10820 N 16th Ave,Phoenix,AZ,85029,33.584705,-112.09434,665000.0,FOR_SALE,2023-03-19,"See updated rent info...Turnkey 4 plex will be a Nice Addition to Your Portfolio! All units are 2 Beds & 2 Baths w/ Fireplaces & Rent Quickly! New Roof, New Appliances, New A/C's & Exterior Repainted! All Appliances are Landlord Owned & Convey with the Property. The HOA covers Big Ticket Items: HOA paid for the New Roof & Paid for the New Exterior Paint & also maintains the Community Pool, Parking Lot & More!3 of the 4 tenants are month to month. Rents for this building are low in comparison to what the program supports & need to be raised to current levels.The building is subject to LURA (expires in 2034) & rents have just been increased in the program to a cap of $1346. See attachments. 3 units are in the program & the 4th has no cap on rent!There's no Better Value in Phoenix"
4312 W Hopi Trl,Laveen,AZ,85339,33.361088,-112.15314,675000.0,FOR_SALE,2023-08-26,"Outstanding opportunity in Dobbins Point! 5 bedrooms, 3.5 bathrooms, 3-car garage, 3,706 SQFT, 9,773 Lot Size with a beautiful Pool in the backyard. This is a very well taken care of and maintained home. Walk in to the high ceilings, making it feel even more spacious than it already is. NEW downstairs A/C unit in May 2022. New pool filter in June 2023. Multiple living areas in the home downstairs and upstairs. The Full master bedroom & bathroom is downstairs. Large kitchen with granite counter tops, wood cabinets & island with a breakfast bar. The backyard is perfect for entertaining with a sparkling pool & spa. Very close to newer 202 Freeway, Downtown Phoenix & all the sports & entertainment there, plenty of new developments in the areas as well. Do not miss this great opportunity! Additional info:
RV Gate 
Indoor and outdoor surround stereo system
no rear neighbors
Saltillo Tile Front Porch
Security cameras throughout the house (transferable)
large covered patio
Outdoor BBQ area
Large three-car garage. 
Two master bedroom closets
Upgraded shutters
Custom built shelves in the living room
Two A/C's"
202 W Tierra Buena Ln,Phoenix,AZ,85023,33.629166,-112.07633,698800.0,FOR_SALE,2023-08-27,"Moon Valley, a classic, traditional community with Timeless beauty and history. Rarely available, but always desirable this location is perfect for anyone who appreciates large lots, no HOA, quiet streets with schools, churches parks and trails and an established country club and golf course.Available for the first time in 30 years, this home can be yours. It has been lovingly lived in and cared for and is being offered at a price to sell.  The 2493 SQ. FT. home includes 4 bedrooms, a large open kitchen and an additional sun/fun room or any other concept you can imagine. This huge lot, mature landscaping, and sparkling pool awaits. In August 2023 the property was improved with new paint, carpet, fans, switches, and a new HVAC system. Seller is also offering an Appliance package . A Home Warranty is also included, and for energy efficiency the home is equipped with Solar panels.
If you have Toys this property is perfect with an RV gate and side entrance you can make it your own. You MUST see this estate."
13427 S 46th Way,Phoenix,AZ,85044,33.32438,-111.98344,670000.0,FOR_SALE,2023-08-25,"NO HOA! Discover this exceptional 4 bed/3 bath home nestled on a serene cul-de-sac lot in Ahwatukee. The updated kitchen features new appliances, granite countertops and layout designed for entertaining and everyday living. First floor features one bedroom perfect for guests or home office. The cozy fireplace creates an inviting space to unwind. French doors open to a sparkling pool, covered patio with misters for those hot Arizona days, and a heated spa and hot tub with 220V line. Newer A/C, new carpeting, warrantied interior and exterior (no VOC) paint, built in custom garage cabinets and new insulated garage door/opener are just some of the upgrades added to this wonderful home. Easy access to airport, freeway and close to shopping and tons of restaurants. Welcome Home"
4025 N 8th Ave,Phoenix,AZ,85013,33.49364,-112.08427,724900.0,FOR_SALE,2023-02-27,"Stunning Uptown Luxury Remodel with double master suites! This beautiful Phoenix Home boasts a spacious split floor plan that offers room for entertainment from the moment you walk in the front door. Gorgeous wood-like tile runs throughout the entire home and is met by an abundance of natural light in every room. Embrace peace of mind with every single major system being replaced in 2022 remodel. Enjoy the brand new roof, AC System, Plumbing, Electrical, Windows, Cabinets, Countertops, Lights, Garage, and more!Schedule a showing now to secure a chance to see it before it's gone!"
7707 N 13th St,Phoenix,AZ,85020,33.54969,-112.054085,699900.0,FOR_SALE,2023-08-25,"Elevate your lifestyle in the heart of the sought-after North Central Corridor with this stunningly, comprehensive remodel, boasting great views of Phoenix Mountain Preserve. The essence of luxury and efficiency, 2023 brought a new roof, high-efficiency AC, and revamped ductwork. Copper wiring, gas piping, and underground electrical service set a solid foundation, crowned by a ''Solar Ready'' panel. Inside, enjoy new appliances, including washer/dryer, and a new gas water heater. A complete studs-out renovation blends classic allure with high quality, contemporary design. Dual fireplaces - indoor and outdoor - create cozy focal points. The patio, primed with an empty conduit, invites your imagination, while xeriscaping ensures beauty with minimal upkeep. Walk-in closets and a mini dry-bar"
6620 E Paradise Ln,Scottsdale,AZ,85254,33.633377,-111.93764,665000.0,FOR_SALE,2023-08-24,"Sought after location only a few minutes away from Kierland Commons, The Quarter and the Mayo Corridor shopping, dining and entertainment.  Nearby doctor offices, grocery stores, gas stations, GREAT schools from elementary to high schools, and within 10 minutes from the freeways 101 and 51. Exceptionally well maintained 3 bedrooms, 2 bathrooms, 2 car garage, play pool, tile floor and new carpet in the bedrooms.  All appliances convey.  Low HOA $205 annually :)). Must see."
6621 N 8th Pl,Phoenix,AZ,85014,33.533607,-112.061844,689200.0,FOR_SALE,2023-08-23,"Fully remodeled 4 bedroom- 3 bath home nestled on a peaceful cul-de-sac in a prime central Phoenix location. Close to great restaurants, shopping and freeways.  Fresh boho touches throughout- tile work, custom wood wall. The fabulous kitchen with white shaker cabinets, new SS appliances, quartz counters, breakfast bar and extra cabinetry. Main retreat features an immaculate ensuite bath & a walk-in closet. Secondary bedroom has private bath as well. Oversized laundry room. Enjoy relaxing along with your loved ones in the charming backyard including pavers on the patio, citrus trees, fig tree and storage shed.  This is the one!"
3131 E Hillery Dr,Phoenix,AZ,85032,33.62142,-112.0141,674999.0,FOR_SALE,2023-08-23,"Experience the perfect blend of comfort and sustainability in this 4-bedroom residence. Solar panels significantly reduce your electric bills and promote green living. It showcases a 2-car garage, an extended driveway, and a convenient RV gate. Inside, be welcomed by a calming color palette complemented by tile and wood flooring, a cozy living room, and a formal dining room, perfect for gatherings. Unwind in the family room accentuated with a charming fireplace. Kitchen is equipped with granite counters, ample cabinetry, a breakfast nook, and SS appliances. Main bedroom features a private exit, a walk-in closet, and an ensuite with dual sinks. Large backyard is an entertainer's dream, with a covered patio, storage shed, lush greenery, and a refreshing pool. Don't miss out on this one!"
33614 N 24th Ln,Phoenix,AZ,85085,33.78972,-112.11247,697500.0,FOR_SALE,2023-08-22,"New listing in Carefree Crossing. This wonderful area is prized for majestic mountain views! This gorgeous home features: 5 bedrooms, 3full bathrooms with a Loft! Soaring vaulted ceilings and lots of natural light. Open floorplan with many options for designing your perfectfurniture placement! Soothing desert paint hues throughout with lots of windows. Gorgeous Pebble Tec pool right off of the customdesigned covered patio. Bring your favorite patio furniture and outside decorations. The yard is very spacious with room for a jacuzzi aswell. Bring your favoritie BBQ and get ready for those fun summer parties! The covered patio is custom designed with farmhouse stylepavers, walkway too! There is a multi level block wall, super private. Close to great schools, Norterra shops, hiking, dog parks. Coffee shops and great restaurants! Come see this fantastic home before it is gone! Also kitchen has gas/or electric outlet for electric stove."
2227 N 16th Ave,Phoenix,AZ,85007,33.47204,-112.09345,650000.0,FOR_SALE,2023-08-07,"This beautiful historic house on a palm tree lined neighborhood street is waiting to be yours! Amazing convenient walking distance to both Encanto golf courses, park, and outdoor recreation area which includes basketball courts, pickle ball, tennis, softball, and theme park! This house includes a 474 sq ft Casita beautifully finished with up to date finishes in the kitchen, bathroom , bedroom and exterior. The casita also includes its own private access to its thoughtfully designed yard with covered outdoor seating area. The main house was completely updated in 2021 and offers a get away retreat style bathroom that you can't wait to experience. Recently updated Casita, main house bathroom, whole lot landscape design, new tankless water tank and softener, new main house plumbing !"
4542 E Glenrosa Ave,Phoenix,AZ,85018,33.49859,-111.98304,669000.0,FOR_SALE,2023-07-20,"Looking for a new home in Arcadia with views of Camelback Mountain? Then this charming 3 bed, 1 bath residence now on the market is for you! Featuring an attractive brick facade, large front yard, and 2 carport parking spaces, you simply won't believe it! Inside you will find perfectly-sized dining & living areas, as well as a kitchen equipped w/everything you need for home cooking. Cozy bedrooms and a large backyard where you can spend a relaxing afternoon complete the picture! Located close to dozens of restaurants & shopping spots, this home is sure to go quickly! Don't miss out!"
33704 N 25th Dr,Phoenix,AZ,85085,33.79025,-112.11438,650000.0,FOR_SALE,2023-08-18,"You'll LOVE this beautiful 5-bed, 3-bath home in Carefree Crossing! Providing a 2-car garage and a mature landscape. Discover a living & dining room combo and a family room that opens to the kitchen! Vaulted ceilings elevate the home's grandeur, complemented by tons of natural light and tile flooring w/carpet in all the right places. The gourmet kitchen boasts SS appliances, granite counters, white cabinetry, and a 2-tiered island w/breakfast bar. Main bedroom is downstairs! It has backyard access and an ensuite with dual sinks, separate tub/shower, & a walk-in closet. A versatile loft PLUS a game area upstairs! Check out the serene backyard offering an observation deck, covered patio, Ramada, built-in BBQ, grassy area, & a wooden deck. Enjoy the expansive wash views! Don't miss this gem!"
8603 S 16th Dr,Phoenix,AZ,85041,33.368595,-112.09428,699999.0,FOR_SALE,2023-08-18,"WELCOME to the GATED and Small Private Community of Commons at South Mountain! Talk about a home LOADED with UPGRADES, This is IT! As you drive up to the home, you'll be in Awe of its appearance. The Front Landscaping has been Meticulously Maintained without requiring too much upkeep. The love and care put in this 4BRs PLUS Office with 3 Baths on a Giant piece of Land home is visible by its PRISTINE condition. You will be Greeted by a Formal Dining Area with an Office/Den on the other Side. Most of the Flooring in the Home is Tile not only making it easier to keep up the home but enhancing its beauty. The GOURMET Kitchen is a Ladies DREAM with Gas Cooking, Ample cabinet space, Quartz counters, and The Island consisting of Thick GRANITE. The Master BR and Bath are what they should be - HUGE! Master Bath is decked out with Enormous space and a Stand up shower for the Ages. The BACKYARD is as Large as One can Imagine! Best part; its very LOW Maintenance with a Mesmerizing combination of Artificial Turf, Pavers, and Gravel one can imagine. I have yet to mention the RV Gate and the Extended Patio for some needed Shade in the AZ Sun! It's safe and secure location with delightful MOUNTAIN views while being close to the Center of the City is a huge plus. What more do I mention!"
2808 E Kathleen Rd,Phoenix,AZ,85032,33.63088,-112.02168,680000.0,FOR_SALE,2023-08-16,"Great Four Plex in a PERFECT LOCATION, near the 51 Freeway, shopping Dinning, hiking, etc... 4 units; One - 3 Bd / 3 Bth, Two - 2 Bd / 2 Bth units and One - 1 Bd / 1 Bth. Tenants love the huge interiors with modern layouts and in-unit full size washer/dryer. One unit is wood vinyl flooring & other three are tile/carpet mix. Kitchens have been remodeled with granite/quartz, commercial faucets, stainless steel sinks. Bathrooms have waterfall style faucets. All new interior six panel doors, handles, hinges and hardware. Baseboards all new. 2units freshly painted. A/C's were serviced beginning of summer. Building has covered parking and extra uncovered spots!  HOA Includes Water, Sewer, Trash, and Common Areas. Washers & Dryers in each unit and included in sale. This is a Turn Key Investment! Unit 101 - $1,250 - Lease ends 1/09/2024, Unit 102 - $1,050 - Lease ends 12/30/2023, Unit 103 - $1,199 - Lease ends 10/30/2023 - Tenants provided notice to leave 7/30/2023, Unit 201 - $1,150- Lease ends 7/30/2023 - Pending Renewal
Home Warranty on the entire property renewed in May 2023"
2006 W Duane Ln,Phoenix,AZ,85085,33.753757,-112.10197,650000.0,FOR_SALE,2023-07-20,"Nestled at the base of the mountain in Dynamite Mountain Ranch, this single story 4 bedroom home is conveniently located with access to hiking trails, shopping, and freeways.  Spacious sums up this home perfectly.  From the roomy kitchen and expansive pantry to the huge owner's suite and oversized bedrooms to the 3 car garage,  this home gives you room to stretch!  The kitchen highlights include granite counters, extended cabinets, gas stove, and a spacious island with room for seating in addition to a large eating area.  The laundry room has a plethora of cabinets and a utility sink.  The backyard is a relaxing oasis with a refreshing pool, palm trees, and extended patio - the perfect spot to enjoy a quiet weekend or entertain.."
4330 E Lone Cactus Dr,Phoenix,AZ,85050,33.683594,-111.98436,674900.0,FOR_SALE,2023-08-14,VERY POPULAR CAREFREE MODEL THAT IS THE COMPLETE HOME WITH 3BR AND A  DEN WITH PEBBLE TEC POOL. HOME IS IN GREAT CONDITION WITH NEWER A/C HOT WATER AND ROOF. LOTS OF POTENTIAL HERE WITH SOME URDATING.N/S LOT  WITH LARGE FAMILY ROOM AND GOOD SIZED ROOMS.DEN EASILY CAN BE MADE INTO 4TH BEDROOM.MASTER BATHROOM HAS SEPERATE TOILET DOUBLE SINKS AS WELL AS SEPERATE SHOWER AND TUB.
28530 N 23rd Ln,Phoenix,AZ,85085,33.743824,-112.11037,675000.0,FOR_SALE,2023-08-11,"Spectacular sunset views in gated community of Fireside at Norterra.Elegant iron front door opens to this single-level 3 bed plus den home built by Pulte. Off-set neutral tile throughout. Spacious Island kitchen has all the upgrades you can imagine w/granite counters, Jenn Air oven & convection, cabinets with pullouts & soft close, walk in pantry, extended cabinets, ss appliances, eat-in area. The ultra-private oasis backyard with travertine patio, gazebo, turf, and spa. Breathtaking vistas right from the comfort of your own home. The beautiful community center nestled at the base of the Sonoran preserve with incredible amenities including 2 pool, hot tub, steam room, fitness center, tennis courts.  Don't miss the tour. Sonoran preserve with amenities that are incredible - lap pool, childrens pool, jacuzzi, steam room, fitness center, tennis courts, basketball courts, rock climbing wall, trails, great room with air hocket, pool tables, ping pong, and more."
3343 E Tonto Ln,Phoenix,AZ,85050,33.665096,-112.00997,675000.0,FOR_SALE,2023-07-14,"Updated pool home with a NEW roof in the sought after neighborhood of Paradise Valley Horizon! NEW exterior and Interior paint. NEW flooring though the home (LVP and carpet) in neutral tones! The open kitchen looks out to the family room and has NEW quartz c-tops, SS appliances and breakfast bar. Open functional split floorplan is perfect for hosting guests! Spacious private backyard is perfect for beating the AZ heat with it private pool/spa! Relax in the shade of the covered patio and enjoy the mature trees! Conventionally located close to dining, shopping, schools and the freeway! Don't miss out on this one today!"
2758 E Windmere Dr,Phoenix,AZ,85048,33.303852,-112.02352,675000.0,FOR_SALE,2023-08-07,"Gorgeous Mountain Park Ranch home in sought-after Ahwatukeee with amazing mountain views, North & South exposure & NO neighbors behind. Stunning interior features open floor plan with upgrades that include updated kitchen, stainless steel appliances, granite countertops, grand granite fireplace, plush carpeting, light fixtures & ceiling fans. 1st floor Primary Suite boasts plenty of built-in storage cabinets. Spa-like primary bath has separate shower & tub & dual sinks. Upstairs you'll find oversized loft & 3 bedrooms. Low maintenance backyard boasts a covered patio, fire-pit, built-in BBQ & refreshing blue pebble-tec pool, an entertainer's dream. This community offers 3 pools, tennis courts, parks & hiking trails. Close to shopping, restaurants, golf, easy freeway access & so much more!"
4540 W Powell Dr,New River,AZ,85087,33.873005,-112.15842,699999.0,FOR_SALE,2023-08-04,"Experience resort-style living in your own backyard oasis with a new pool and lush green turf in this amazing home located in the desirable Anthem Parkside community. The house offers a range of desirable features including a new paid solar system, new roof, and 2 new Trane AC units. With four bedrooms, including a convenient mother-in-law suite on the ground floor and three bedrooms upstairs, this home provides plenty of space for the whole family. There are three full bathrooms, along with a den/study that can be utilized as a home office or extra living space. The three-car garage offers ample parking and storage, while the upstairs loft provides a perfect space for cozy movie nights with loved ones. The spacious eat-in kitchen boasts stainless steel appliances, an island with a breakfast bar, and a large covered patio that overlooks the backyard. Step outside and be greeted by your own private paradise. The Pebble Tech pool, expertly built by Presidential Pools, invites you to cool off and relax during hot summer days. Surrounding the pool, lush green turf adds beauty and low-maintenance elegance to the outdoor space.
The master bedroom is exceptionally large and features dual sinks, a separate shower and tub, and a generously-sized walk-in closet, creating a luxurious retreat within the home.
This remarkable property in the Anthem Parkside community is perfect for families seeking a spacious and stylish home with modern amenities. Don't miss the chance to make this your own and enjoy the resort-style living in the comfort of your backyard oasis."
2501 E Campbell Ave,Phoenix,AZ,85016,33.50186,-112.02786,650000.0,FOR_SALE,2023-08-04,"Don't miss the opportunity to own this delightful 4 bedroom, 2 bathroom home in the coveted Biltmore area. Schedule a showing today and make this exceptional property your own, enjoying the perfect combination of luxury, comfort, and convenience. Located in the center of the Biltmore area, you'll have easy access to a plethora of amenities. Enjoy world-class shopping and dining at the nearby Biltmore Fashion Park, or take advantage of the renowned golf courses and recreational facilities in the area. With its central location, you'll also find convenient access to major transportation routes, making it effortless to explore the vibrant city of Phoenix and beyond."
3054 W Eagle Claw Dr,Phoenix,AZ,85086,33.80757,-112.12664,679900.0,FOR_SALE,2023-08-02,"Meticulously maintained beautiful home to luxury living in the highly desirable Tramonto Community! This Spacious stunning 4 bedroom home with a Downstairs master bedroom and bath with Jacuzzi tub. Formal living and dining room as you walk in the door along with an office/den. Custom cherry wood cabinets throughout the House with a built-in Miele Coffee Maker. The large Kitchen comes with top of the line appliances including a built-in 48'' Sub-Zero refrigerator, 36'' Wolf 4-burner gas range with griddle, oven, microwave/oven combo and a DCS dishwasher. The kitchen opens into the family room with a gas fireplace, built-in storage and 16' ceilings in both the kitchen and family room. Downstairs utility room as you enter from the two car garage. Upstairs has an extra-large Theatre room including projector screen and leather seats, three additional bedrooms and one full bathroom. Separate third car side entry garage has extra storage space. Huge backyard oasis is the perfect place to entertain with expansive covered patio, Heated pool and jacuzzi. North South facing lot.
Community amenities include two heated pools, basketball, tennis and volleyball courts, and a great school district with easy access to the freeway and dining establishments. Short distance from the new semiconductor plant at I-17 and 303 loop."
4349 E Smokehouse Trl,Cave Creek,AZ,85331,33.78646,-111.98707,695000.0,FOR_SALE,2023-08-03,"Premium Large Golf Course Lot! Located overlooking the 12th tee. Spectacular views and an abundance of indoor/outdoor resort living.Spacious four bedroom two bath gated community home. Room for entertaining at home and close to the best entertainment /restaurants in the valley!Don't miss this rare golf course lot in the heart of the Golden Triangle where Cave Creek, North Scottsdale and Carefree meet!"
3248 E Cedarwood Ln,Phoenix,AZ,85048,33.29235,-112.01185,699999.0,FOR_SALE,2023-08-02,"Welcome Home! Tastefully updated 4 bedroom, 2,318 sf single level, corner lot home w/pool & spa within the sought after Lakewood community. Upon arrival you will notice mature landscaping, north/south exposure and a double entry door w/colored glass highlights. As you enter the great room's vaulted ceilings w/sky lighting complimented by plank style flooring and wood burning fireplace will catch your eye. Contemporary transitional style kitchen is a chef's delight boasting granite countertops, large island w/ 2nd kitchen sink, breakfast bar, double ovens, 36'' cooktop with updraft venting, stone backsplash and a sink bay window view of patio/pool. Oversized owner's suite features direct pool access, walk-in closet, double vanity sinks, privacy room and tile walk-in shower. Additional... interior features include 3 guest rooms with high ceilings, guest bath w/dual sinks and built-in display shelving. Entertainer's backyard having multiple seating areas to spread out was built for fun and relaxation. Take a dip in the sparkling heated pool and spa while listening to water gently flow down the rock water feature. Other backyard features include artificial grass, travertine tile, multiple citrus trees (grapefruit and lemon),  planter boxes, pergola and side yard storage sheds. Lakewood is a lake community with lake access, fishing, paddle boarding, walking/ biking paths, picnic, children play areas and Ahwatukee Holiday Lights located near shopping, restaurants, golf, hiking, hospitals and minutes from entertainment destinations at Gila River Resorts & Casino, Wild Horse Pass and Rawhide Event Center.  Kyrene Elementary School District boasts multiple top ranked Arizona schools. Kyrene De Los Lagos Dual Language Academy is a few blocks away. Other popular area schools include Horizon Honors School and St. Johns Bosco Catholic School. Conveniently located 20 minutes or less from ASU/Downtown Tempe, Sky Harbor Airport, Roosevelt Row/Downtown Phoenix, Downtown Chandler and Downtown Gilbert."
6224 E Evans Dr,Scottsdale,AZ,85254,33.61763,-111.94751,700000.0,FOR_SALE,2023-08-02,"Check out this 3 bed, 2 bath energy-efficient home now on the market! Generous open floor plan draws immediate attention with its vaulted ceilings and new windows. An eye-catching barn door reveals the Arizona room, perfect for both relaxing and entertaining. Impeccable kitchen offers white cabinets, tile backsplash,  granite counters, recessed lighting, a breakfast bar, and a walk-in pantry. The main bedroom features wood-look floors, and plantation shutters. The backyard boasts a gazebo, fire pit and sitting area, artificial turf, and a glittering private pool surrounded by pavers! Whole house H2O Concepts system and fresh paint inside are a few of the great amenities...  Award winning school district and close to Kierland and Scottsdale Quarter for shopping and entertainment! NO HOA"
2241 W Campbell Ave,Phoenix,AZ,85015,33.50206,-112.1081,650000.0,FOR_SALE,2023-07-29,"FHA ASSUMABLE LOAN WITH GREAT TERMS! Recently remodeled fourplex, featuring a well-designed layout with (1) 2BD/1BA unit and (3) 1BD/1BA units. The interiors are in great shape, and new flooring was installed three years ago.Amenities include (5) covered parking spots, storage rooms for each unit, a community laundry facility, and fenced yards for added privacy and security.Each unit is individually metered for electricity and gas, simplifying billing and management. The property is also master metered for water, sewer, and trash, streamlining utility management.Located near I-17, this fourplex offers easy access to downtown Phoenix, shopping centers, and employment opportunities. Property manager specializing in MULTIfamily properties available to manage."
7633 S 37th St,Phoenix,AZ,85042,33.37716,-112.00254,700000.0,FOR_SALE,2023-07-28,"**SELLER FINANCING AVAILABLE**Absolutely gorgeous home just built-in 2016 with tons of on-trend features and updates. The stunning paver driveway and covered front patio give this home excellent curb appeal. Eat-in  kitchen incorporates on-trend counters, shaker style cabinetry, custom backsplash, center island with breakfast bar, stainless Whirlpool appliances, double wall ovens, large pantry, and opens to great room. Other features include exposed beam viga ceilings, formal dining area with chandelier, 5'' white baseboards throughout, mud room entry from garage, dual zone AC units, 3 car garage with storage space, and upstairs loft area with shelving and large closet. Luxurious master suite has a massive walk-in closet and an en-suite bathroom with dual sinks, makeup vanity, custom mirrors, tile backsplash, private water closet, shelving, and walk-in shower. Resort style backyard is perfect for entertaining with a covered extended patio with pavers, heated spa, faux grass putting green, gas fireplace with seating area, views of South Mountain, and a ramada kitchen area with BeefEater BBQ, sink, and breakfast bar."
517 E Mineral Rd,Phoenix,AZ,85042,33.355946,-112.06756,655000.0,FOR_SALE,2023-07-27,"Fabulous home with, a perfect blend of style and comfort! Lovely facade displays, a 3-car garage, manicured landscape, & stone accents. Inviting hallway leading to the airy & bright living & dining room with wood flooring in all the right places. Vaulted and 18+ ft ceilings,  archways, plantation shutters, & stylish light fixtures are attributes you'll find. Experience serenity & connection in the modern great room offering a cozy fireplace and back patio access. SS appliances, sleek granite counters, staggered cabinets with crown moulding, a pantry, an island w/a breakfast bar, & a breakfast nook make this kitchen a cook's delight. Main retreat boasts an ensuite with 2 vanities, soaking tub, & walk-in closet. Large loft  with plush carpet is great for entertaining . Wow! Wonderful backyard highlights a covered patio, built-in BBQ, fire pit, artificial turf, pergola, and amazing mountain views! This value won't last long!"
4232 E Taro Ln,Phoenix,AZ,85050,33.65991,-111.99056,673200.0,FOR_SALE,2023-07-22,"Wonderfully large lot w/ an entirely remodeled home on the corner of the cul-de-sac.   Kitchen has been totally updated w/ cabinets, granite counters & backsplash & stainless-steel appliances.  Bedrooms & Family Room all have new carpeting.  Living and Dining have wood panel floors.  5-1/2 baseboard throughout. Bathrooms updated.  Interior , exterior & outside wall painted.  New windows & doors.  Laundry room has new cabinets, sink & washer/dryer.   Shed & large garden area.  Pool w/ water feature.  Citrus tree.  Lg south side area for kids to play in.  Paradise Valley School District.  Close to Desert Ridge Marketplace, PVCC, Mayo Clinic and lots of dinning, shopping etc.  Nearby access to 51 and 101 freeways.  2% SELLER CONCESSIONS OFFERED FOR BUYER'S RATE BUY-DOWN OR CLOSING COSTS!"
3026 W Woburn Ln,Phoenix,AZ,85085,33.79344,-112.12492,699900.0,FOR_SALE,2023-07-26,"BUY YOUR RATE DOWN SELLER WILL PAY 2.5% FOR BUYERS COSTS. OR HAVE A FULLY PAID SOLAR PANELS AND YOUR BILLS WILL BE $30 A MONTH!   Stunning modern home in this beautiful and unique gated community of Stoneledge. This home is within miles of the new TSMC semiconductor plant, grocery store and restaurants. Just driving into this community gives a sense of resort style living. This gorgeous home is light and bright with a neutral color palette and open concept floorplan. The kitchen boasts stainless steel appliances, gas range, granite countertops, a large working island with and breakfast bar seating, and a pantry!  The kitchen and family room duo makes for a great way to entertain. Downstairs a large bedroom en-suite with a private bathroom. Upstairs a large loft/game room , Master bedroom/bath, 3 more bedrooms and bathroom PLUS spacious laundry room. The dreamy backyard has open view fencing which opens to the park. Sellers paid extra premium for this lot.  The solar lease is easy  for buyer to qualify. The monthly fee is set at $155.00 and will not be raised if you choose to go with the buy down instead of paid solar.
Sellers have added a $3000 water filtration system that is throughout the house, and has never had to change out any plumbing fixtures. Electronic doggy door will be passed on to new owners. Come see this gorgeous home you won't be disappointed."
2526 E Novak Way,Phoenix,AZ,85042,33.389362,-112.026825,650000.0,FOR_SALE,2023-07-22,"A private, gated entrance, stone pathway, and thoughtfully landscaped grounds invite you into the front courtyard. Upon entrance, you are warmly greeted by tile floors, and a bright and open floor plan with tons of natural light that seamlessly connects the kitchen to the living room and outdoor living space. Meticulous attention to detail is presented in the kitchen with quartz countertops, customized backsplash, immaculate white cabinets, and stainless steel appliances including a GAS cooktop and a built-in combo microwave/wall oven. Split Floor plan. The oversized master bedroom has a walk-in closet and huge luxurious shower. Backyard is built to entertain! Water Softener. North/South exposure. Mountain Views & borders green belt!"
2302 E Parkside Ln,Phoenix,AZ,85024,33.696205,-112.032906,678000.0,FOR_SALE,2023-07-21,"A Rare Find! One of the largest homes in Boulder Creek on a quiet corner lot. This great room floor plan is perfect for entertaining. The spacious kitchen features beautiful cabinets, stainless steel appliances and upgraded granite counters with enough space for 4 bar stools. Enjoy the built-in entertainment center in the family room while being able to enjoy the mountain views and the spectacular backyard oasis. Combine all that with the formal living room, powder room and HUGE pantry. The 2nd level features ceiling fans throughout, an Oversized Master suite, plus 3 other bedrooms and a large bonus area which could easily be converted into an additional bedroom. The backyard showcases a sparkling swimming pool with large baja step, covered patio and lots of grass for kids or pets."
